"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dist_sm_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220601, JUANJUI | 220602, CAMPANILLA | 220603, HUICUNGO | 220604, PACHIZA | 220605, PAJARILLO",,,,,,"[prov_sm] = '220600'",y,,,,,
dist_sm_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220701, PICOTA | 220702, BUENOS AIRES | 220703, CASPISAPA | 220704, PILLUANA | 220705, PUCACACA | 220706, SAN CRISTOBAL | 220707, SAN HILARION | 220708, SHAMBOYACU | 220709, TINGO DE PONASA | 220710, TRES UNIDOS",,,,,,"[prov_sm] = '220700'",y,,,,,
dist_sm_8,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220801, RIOJA | 220802, AWAJUN | 220803, ELIAS SOPLIN VARGAS | 220804, NUEVA CAJAMARCA | 220805, PARDO MIGUEL | 220806, POSIC | 220807, SAN FERNANDO | 220808, YORONGOS | 220809, YURACYACU",,,,,,"[prov_sm] = '220800'",y,,,,,
dist_sm_9,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","220901, TARAPOTO | 220902, ALBERTO LEVEAU | 220903, CACATACHI | 220904, CHAZUTA | 220905, CHIPURANA | 220906, EL PORVENIR | 220907, HUIMBAYOC | 220908, JUAN GUERRA | 220909, LA BANDA DE SHILCAYO | 220910, MORALES | 220911, PAPAPLAYA | 220912, SAN ANTONIO | 220913, SAUCE | 220914, SHAPAJA",,,,,,"[prov_sm] = '220900'",y,,,,,
dist_sm_10,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","221001, TOCACHE | 221002, NUEVO PROGRESO | 221003, POLVORA | 221004, SHUNTE | 221005, UCHIZA",,,,,,"[prov_sm] = '221000'",y,,,,,
prov_tacna,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","230100, TACNA | 230200, CANDARAVE | 230300, JORGE BASADRE | 230400, TARATA",,,,,,"[dep] = '230000'",y,,,,,
dist_tacna_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230101, TACNA | 230102, ALTO DE LA ALIANZA | 230103, CALANA | 230104, CIUDAD NUEVA | 230105, INCLAN | 230106, PACHIA | 230107, PALCA | 230108, POCOLLAY | 230109, SAMA | 230110, CRNEL.GREGORIO ALBARRACIN LANCHIPA | 230111, LA YARADA LOS PALOS",,,,,,"[prov_tacna] = '230100'",y,,,,,
dist_tacna_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230201, CANDARAVE | 230202, CAIRANI | 230203, CAMILACA | 230204, CURIBAYA | 230205, HUANUARA | 230206, QUILAHUANI",,,,,,"[prov_tacna] = '230200'",y,,,,,
dist_tacna_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230301, LOCUMBA | 230302, ILABAYA | 230303, ITE",,,,,,"[prov_tacna] = '230300'",y,,,,,
dist_tacna_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","230401, TARATA | 230402, HÉROES ALBARRACÍN | 230403, ESTIQUE | 230404, ESTIQUE-PAMPA | 230405, SITAJARA | 230406, SUSAPAYA | 230407, TARUCACHI | 230408, TICACO",,,,,,"[prov_tacna] = '230400'",y,,,,,
prov_tumb,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","240100, TUMBES | 240200, CONTRALMIRANTE VILLAR | 240300, ZARUMILLA",,,,,,"[dep] = '240000'",y,,,,,
dist_tumb_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","240101, TUMBES | 240102, CORRALES | 240103, LA CRUZ | 240104, PAMPAS DE HOSPITAL | 240105, SAN JACINTO | 240106, SAN JUAN DE LA VIRGEN",,,,,,"[prov_tumb] = '240100'",y,,,,,
dist_tumb_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","240201, ZORRITOS | 240202, CASITAS | 240203, CANOAS DE PUNTA SAL",,,,,,"[prov_tumb] = '240200'",y,,,,,
dist_tumb_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","240301, ZARUMILLA | 240302, AGUAS VERDES | 240303, MATAPALO | 240304, PAPAYAL",,,,,,"[prov_tumb] = '240300'",y,,,,,
prov_ucay,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","250100, CORONEL PORTILLO | 250200, ATALAYA | 250300, PADRE ABAD | 250400, PURUS",,,,,,"[dep] = '250000'",y,,,,,
dist_ucay_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250101, CALLERIA | 250102, CAMPOVERDE | 250103, IPARIA | 250104, MASISEA | 250105, YARINACOCHA | 250106, NUEVA REQUENA | 250107, MANANTAY",,,,,,"[prov_ucay] = '250100'",y,,,,,
dist_ucay_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250201, RAYMONDI | 250202, SEPAHUA | 250203, TAHUANIA | 250204, YURUA",,,,,,"[prov_ucay] = '250200'",y,,,,,
dist_ucay_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250301, PADRE ABAD | 250302, IRAZOLA | 250303, CURIMANA | 250304, NESHUYA | 250305, ALEXANDER VON HUMBOLDT",,,,,,"[prov_ucay] = '250300'",y,,,,,
dist_ucay_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","250401, PURUS",,,,,,"[prov_ucay] = '250400'",y,,,,,
no_et2,segundo_bloque,,descriptive,"<div style=""position:relative; left:20px"">1b. Ubicación geográfica del establecimiento de salud.</div> ",,,,,,,,,,,,,
edep,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Región: </div>","010000, AMAZONAS | 020000, ANCASH | 030000, APURIMAC | 040000, AREQUIPA | 050000, AYACUCHO | 060000, CAJAMARCA | 070000, CALLAO | 080000, CUSCO | 090000, HUANCAVELICA | 100000, HUANUCO | 110000, ICA | 120000, JUNIN | 130000, LA LIBERTAD | 140000, LAMBAYEQUE | 150000, LIMA | 160000, LORETO | 170000, MADRE DE DIOS | 180000, MOQUEGUA | 190000, PASCO | 200000, PIURA | 210000, PUNO | 220000, SAN MARTIN | 230000, TACNA | 240000, TUMBES | 250000, UCAYALI",,,,,,,y,,,,,
eprov_ama,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","010100, CHACHAPOYAS | 010200, BAGUA | 010300, BONGARA | 010400, CONDORCANQUI | 010500, LUYA | 010600, RODRIGUEZ DE MENDOZA | 010700, UTCUBAMBA",,,,,,"[edep] = '010000'",y,,,,,
edist_ama_ch,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010101, CHACHAPOYAS | 010102, ASUNCION | 010103, BALSAS | 010104, CHETO | 010105, CHILIQUIN | 010106, CHUQUIBAMBA | 010107, GRANADA | 010108, HUANCAS | 010109, LA JALCA | 010110, LEIMEBAMBA | 010111, LEVANTO | 010112, MAGDALENA | 010113, MARISCAL CASTILLA | 010114, MOLINOPAMPA | 010115, MONTEVIDEO | 010116, OLLEROS | 010117, QUINJALCA | 010118, SAN FRANCISCO DE DAGUAS | 010119, SAN ISIDRO DE MAINO | 010120, SOLOCO | 010121, SONCHE",,,,,,"[eprov_ama] = '010100'",y,,,,,
edist_ama_bag,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010201, BAGUA | 010202, ARAMANGO | 010203, COPALLIN | 010204, EL PARCO | 010205, IMAZA | 010206, LA PECA",,,,,,"[eprov_ama] = '010200'",y,,,,,
edist_ama_bong,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010301, JUMBILLA | 010302, CHISQUILLA | 010303, CHURUJA | 010304, COROSHA | 010305, CUISPES | 010306, FLORIDA | 010307, JAZAN | 010308, RECTA | 010309, SAN CARLOS | 010310, SHIPASBAMBA | 010311, VALERA | 010312, YAMBRASBAMBA",,,,,,"[eprov_ama] = '010300'",y,,,,,
edist_ama_cond,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010401, NIEVA | 010402, EL CENEPA | 010403, RIO SANTIAGO",,,,,,"[eprov_ama] = '010400'",y,,,,,
edist_ama_luya,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010501, LAMUD | 010502, CAMPORREDONDO | 010503, COCABAMBA | 010504, COLCAMAR | 010505, CONILA | 010506, INGUILPATA | 010507, LONGUITA | 010508, LONYA CHICO | 010509, LUYA | 010510, LUYA VIEJO | 010511, MARIA | 010512, OCALLI | 010513, OCUMAL | 010514, PISUQUIA | 010515, PROVIDENCIA | 010516, SAN CRISTOBAL | 010517, SAN FRANCISCO DEL YESO | 010518, SAN JERONIMO | 010519, SAN JUAN DE LOPECANCHA | 010520, SANTA CATALINA | 010521, SANTO TOMAS | 010522, TINGO | 010523, TRITA",,,,,,"[eprov_ama] = '010500'",y,,,,,
edist_ama_rodgm,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010601, SAN NICOLAS | 010602, CHIRIMOTO | 010603, COCHAMAL | 010604, HUAMBO | 010605, LIMABAMBA | 010606, LONGAR | 010607, MARISCAL BENAVIDES | 010608, MILPUC | 010609, OMIA | 010610, SANTA ROSA | 010611, TOTORA | 010612, VISTA ALEGRE",,,,,,"[eprov_ama] = '010600'",y,,,,,
edist_ama_utcu,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","010701, BAGUA GRANDE | 010702, CAJARURO | 010703, CUMBA | 010704, EL MILAGRO | 010705, JAMALCA | 010706, LONYA GRANDE | 010707, YAMON",,,,,,"[eprov_ama] = '010700'",y,,,,,
eprov_ash,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","020100, HUARAZ | 020200, AIJA | 020300, ANTONIO RAYMONDI | 020400, ASUNCION | 020500, BOLOGNESI | 020600, CARHUAZ | 020700, CARLOS F. FITZCARRALD | 020800, CASMA | 020900, CORONGO | 021000, HUARI | 021100, HUARMEY | 021200, HUAYLAS | 021300, MARISCAL LUZURIAGA | 021400, OCROS | 021500, PALLASCA | 021600, POMABAMBA | 021700, RECUAY | 021800, SANTA | 021900, SIHUAS | 022000, YUNGAY",,,,,,"[edep] = '020000'",y,,,,,
edist_ash_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020101, HUARAZ | 020102, COCHABAMBA | 020103, COLCABAMBA | 020104, HUANCHAY | 020105, INDEPENDENCIA | 020106, JANGAS | 020107, LA LIBERTAD | 020108, OLLEROS | 020109, PAMPAS | 020110, PARIACOTO | 020111, PIRA | 020112, TARICA",,,,,,"[eprov_ash] = '020100'",y,,,,,
edist_ash_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020201, AIJA | 020202, CORIS | 020203, HUACLLAN | 020204, LA MERCED | 020205, SUCCHA",,,,,,"[eprov_ash] = '020200'",y,,,,,
edist_ash_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020301, LLAMELLIN | 020302, ACZO | 020303, CHACCHO | 020304, CHINGAS | 020305, MIRGAS | 020306, SAN JUAN DE RONTOY",,,,,,"[eprov_ash] = '020300'",y,,,,,
edist_ash_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020401, CHACAS | 020402, ACOCHACA",,,,,,"[eprov_ash] = '020400'",y,,,,,
edist_ash_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020501, CHIQUIAN | 020502, ABELARDO PARDO LEZAMETA | 020503, ANTONIO RAYMONDI | 020504, AQUIA | 020505, CAJACAY | 020506, CANIS | 020507, COLQUIOC | 020508, HUALLANCA | 020509, HUASTA | 020510, HUAYLLACAYAN | 020511, LA PRIMAVERA | 020512, MANGAS | 020513, PACLLON | 020514, SAN MIGUEL DE CORPANQUI | 020515, TICLLOS",,,,,,"[eprov_ash] = '020500'",y,,,,,
edist_ash_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020601, CARHUAZ | 020602, ACOPAMPA | 020603, AMASHCA | 020604, ANTA | 020605, ATAQUERO | 020606, MARCARA | 020607, PARIAHUANCA | 020608, SAN MIGUEL DE ACO | 020609, SHILLA | 020610, TINCO | 020611, YUNGAR",,,,,,"[eprov_ash] = '020600'",y,,,,,
edist_ash_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020701, SAN LUIS | 020702, SAN NICOLAS | 020703, YAUYA",,,,,,"[eprov_ash] = '020700'",y,,,,,
edist_ash_8,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020801, CASMA | 020802, BUENA VISTA ALTA | 020803, COMANDANTE NOEL | 020804, YAUTAN",,,,,,"[eprov_ash] = '020800'",y,,,,,
edist_ash_9,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","020901, CORONGO | 020902, ACO | 020903, BAMBAS | 020904, CUSCA | 020905, LA PAMPA | 020906, YANAC | 020907, YUPAN",,,,,,"[eprov_ash] = '020900'",y,,,,,
edist_ash_10,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021001, HUARI | 021002, ANRA | 021003, CAJAY | 021004, CHAVIN DE HUANTAR | 021005, HUACACHI | 021006, HUACCHIS | 021007, HUACHIS | 021008, HUANTAR | 021009, MASIN | 021010, PAUCAS | 021011, PONTO | 021012, RAHUAPAMPA | 021013, RAPAYAN | 021014, SAN MARCOS | 021015, SAN PEDRO DE CHANA | 021016, UCO",,,,,,"[eprov_ash] = '021000'",y,,,,,
edist_ash_11,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021101, HUARMEY | 021102, COCHAPETI | 021103, CULEBRAS | 021104, HUAYAN | 021105, MALVAS",,,,,,"[eprov_ash] = '021100'",y,,,,,
edist_ash_12,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021201, CARAZ | 021202, HUALLANCA | 021203, HUATA | 021204, HUAYLAS | 021205, MATO | 021206, PAMPAROMAS | 021207, PUEBLO LIBRE | 021208, SANTA CRUZ | 021209, SANTO TORIBIO | 021210, YURACMARCA",,,,,,"[eprov_ash] = '021200'",y,,,,,
edist_ash_13,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021301, PISCOBAMBA | 021302, CASCA | 021303, ELEAZAR GUZMAN BARRON | 021304, FIDEL OLIVAS ESCUDERO | 021305, LLAMA | 021306, LLUMPA | 021307, LUCMA | 021308, MUSGA",,,,,,"[eprov_ash] = '021300'",y,,,,,
edist_ash_14,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021401, OCROS | 021402, ACAS | 021403, CAJAMARQUILLA | 021404, CARHUAPAMPA | 021405, COCHAS | 021406, CONGAS | 021407, LLIPA | 021408, SAN CRISTOBAL DE RAJAN | 021409, SAN PEDRO | 021410, SANTIAGO DE CHILCAS",,,,,,"[eprov_ash] = '021400'",y,,,,,
edist_ash_15,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021501, CABANA | 021502, BOLOGNESI | 021503, CONCHUCOS | 021504, HUACASCHUQUE | 021505, HUANDOVAL | 021506, LACABAMBA | 021507, LLAPO | 021508, PALLASCA | 021509, PAMPAS | 021510, SANTA ROSA | 021511, TAUCA",,,,,,"[eprov_ash] = '021500'",y,,,,,
edist_ash_16,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021601, POMABAMBA | 021602, HUAYLLAN | 021603, PAROBAMBA | 021604, QUINUABAMBA",,,,,,"[eprov_ash] = '021600'",y,,,,,
edist_ash_17,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021701, RECUAY | 021702, CATAC | 021703, COTAPARACO | 021704, HUAYLLAPAMPA | 021705, LLACLLIN | 021706, MARCA | 021707, PAMPAS CHICO | 021708, PARARIN | 021709, TAPACOCHA | 021710, TICAPAMPA",,,,,,"[eprov_ash] = '021700'",y,,,,,
edist_ash_18,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021801, CHIMBOTE | 021802, CACERES DEL PERU | 021803, COISHCO | 021804, MACATE | 021805, MORO | 021806, NEPEÑA | 021807, SAMANCO | 021808, SANTA | 021809, NUEVO CHIMBOTE",,,,,,"[eprov_ash] = '021800'",y,,,,,
edist_ash_19,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","021901, SIHUAS | 021902, ACOBAMBA | 021903, ALFONSO UGARTE | 021904, CASHAPAMPA | 021905, CHINGALPO | 021906, HUAYLLABAMBA | 021907, QUICHES | 021908, RAGASH | 021909, SAN JUAN | 021910, SICSIBAMBA",,,,,,"[eprov_ash] = '021900'",y,,,,,
edist_ash_20,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","022001, YUNGAY | 022002, CASCAPARA | 022003, MANCOS | 022004, MATACOTO | 022005, QUILLO | 022006, RANRAHIRCA | 022007, SHUPLUY | 022008, YANAMA",,,,,,"[eprov_ash] = '022000'",y,,,,,
eprov_apu,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","030100, ABANCAY | 030200, ANDAHUAYLAS | 030300, ANTABAMBA | 030400, AYMARAES | 030500, COTABAMBAS | 030600, CHINCHEROS | 030700, GRAU",,,,,,"[edep] = '030000'",y,,,,,
edist_apu_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030101, ABANCAY | 030102, CHACOCHE | 030103, CIRCA | 030104, CURAHUASI | 030105, HUANIPACA | 030106, LAMBRAMA | 030107, PICHIRHUA | 030108, SAN PEDRO DE CACHORA | 030109, TAMBURCO",,,,,,"[eprov_apu] = '030100'",y,,,,,
edist_apu_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030201, ANDAHUAYLAS | 030202, ANDARAPA | 030203, CHIARA | 030204, HUANCARAMA | 030205, HUANCARAY | 030206, HUAYANA | 030207, KISHUARA | 030208, PACOBAMBA | 030209, PACUCHA | 030210, PAMPACHIRI | 030211, POMACOCHA | 030212, SAN ANTONIO DE CACHI | 030213, SAN JERONIMO | 030214, SAN MIGUEL DE CHACCRAMPA | 030215, SANTA MARIA DE CHICMO | 030216, TALAVERA | 030217, TUMAY HUARACA | 030218, TURPO | 030219, KAQUIABAMBA | 030220, JOSÉ MARÍA ARGUEDAS",,,,,,"[eprov_apu] = '030200'",y,,,,,
edist_apu_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030301, ANTABAMBA | 030302, EL ORO | 030303, HUAQUIRCA | 030304, JUAN ESPINOZA MEDRANO | 030305, OROPESA | 030306, PACHACONAS | 030307, SABAINO",,,,,,"[eprov_apu] = '030300'",y,,,,,
edist_apu_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030401, CHALHUANCA | 030402, CAPAYA | 030403, CARAYBAMBA | 030404, CHAPIMARCA | 030405, COLCABAMBA | 030406, COTARUSE | 030407, HUAYLLO | 030408, JUSTO APU SAHUARAURA | 030409, LUCRE | 030410, POCOHUANCA | 030411, SAN JUAN DE CHACÑA | 030412, SAÑAYCA | 030413, SORAYA | 030414, TAPAIRIHUA | 030415, TINTAY | 030416, TORAYA | 030417, YANACA",,,,,,"[eprov_apu] = '030400'",y,,,,,
edist_apu_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030501, TAMBOBAMBA | 030502, COTABAMBAS | 030503, COYLLURQUI | 030504, HAQUIRA | 030505, MARA | 030506, CHALLHUAHUACHO",,,,,,"[eprov_apu] = '030500'",y,,,,,
edist_apu_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030601, CHINCHEROS | 030602, ANCO-HUALLO | 030603, COCHARCAS | 030604, HUACCANA | 030605, OCOBAMBA | 030606, ONGOY | 030607, URANMARCA | 030608, RANRACANCHA | 030609, ROCCHACC | 030610, EL PORVENIR | 030611, LOS CHANKAS",,,,,,"[eprov_apu] = '030600'",y,,,,,
edist_apu_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","030701, CHUQUIBAMBILLA | 030702, CURPAHUASI | 030703, GAMARRA | 030704, HUAYLLATI | 030705, MAMARA | 030706, MICAELA BASTIDAS | 030707, PATAYPAMPA | 030708, PROGRESO | 030709, SAN ANTONIO | 030710, SANTA ROSA | 030711, TURPAY | 030712, VILCABAMBA | 030713, VIRUNDO | 030714, CURASCO",,,,,,"[eprov_apu] = '030700'",y,,,,,
eprov_are,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Provincia: </div>","040100, AREQUIPA | 040200, CAMANA | 040300, CARAVELI | 040400, CASTILLA | 040500, CAYLLOMA | 040600, CONDESUYOS | 040700, ISLAY | 040800, LA UNION",,,,,,"[edep] = '040000'",y,,,,,
edist_are_1,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040101, AREQUIPA | 040102, ALTO SELVA ALEGRE | 040103, CAYMA | 040104, CERRO COLORADO | 040105, CHARACATO | 040106, CHIGUATA | 040107, JACOBO HUNTER | 040108, LA JOYA | 040109, MARIANO MELGAR | 040110, MIRAFLORES | 040111, MOLLEBAYA | 040112, PAUCARPATA | 040113, POCSI | 040114, POLOBAYA | 040115, QUEQUEÑA | 040116, SABANDIA | 040117, SACHACA | 040118, SAN JUAN DE SIGUAS | 040119, SAN JUAN DE TARUCANI | 040120, SANTA ISABEL DE SIGUAS | 040121, SANTA RITA DE SIGUAS | 040122, SOCABAYA | 040123, TIABAYA | 040124, UCHUMAYO | 040125, VITOR | 040126, YANAHUARA | 040127, YARABAMBA | 040128, YURA | 040129, JOSE LUIS BUSTAMANTE Y RIVERO",,,,,,"[eprov_are] = '040100'",y,,,,,
edist_are_2,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040201, CAMANA | 040202, JOSE MARIA QUIMPER | 040203, MARIANO NICOLAS VALCARCEL | 040204, MARISCAL CACERES | 040205, NICOLAS DE PIEROLA | 040206, OCOÑA | 040207, QUILCA | 040208, SAMUEL PASTOR",,,,,,"[eprov_are] = '040200'",y,,,,,
edist_are_3,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040301, CARAVELI | 040302, ACARI | 040303, ATICO | 040304, ATIQUIPA | 040305, BELLA UNION | 040306, CAHUACHO | 040307, CHALA | 040308, CHAPARRA | 040309, HUANUHUANU | 040310, JAQUI | 040311, LOMAS | 040312, QUICACHA | 040313, YAUCA",,,,,,"[eprov_are] = '040300'",y,,,,,
edist_are_4,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040401, APLAO | 040402, ANDAGUA | 040403, AYO | 040404, CHACHAS | 040405, CHILCAYMARCA | 040406, CHOCO | 040407, HUANCARQUI | 040408, MACHAGUAY | 040409, ORCOPAMPA | 040410, PAMPACOLCA | 040411, TIPAN | 040412, UÑON | 040413, URACA | 040414, VIRACO",,,,,,"[eprov_are] = '040400'",y,,,,,
edist_are_5,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040501, CHIVAY | 040502, ACHOMA | 040503, CABANACONDE | 040504, CALLALLI | 040505, CAYLLOMA | 040506, COPORAQUE | 040507, HUAMBO | 040508, HUANCA | 040509, ICHUPAMPA | 040510, LARI | 040511, LLUTA | 040512, MACA | 040513, MADRIGAL | 040514, SAN ANTONIO DE CHUCA | 040515, SIBAYO | 040516, TAPAY | 040517, TISCO | 040518, TUTI | 040519, YANQUE | 040520, MAJES",,,,,,"[eprov_are] = '040500'",y,,,,,
edist_are_6,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040601, CHUQUIBAMBA | 040602, ANDARAY | 040603, CAYARANI | 040604, CHICHAS | 040605, IRAY | 040606, RIO GRANDE | 040607, SALAMANCA | 040608, YANAQUIHUA",,,,,,"[eprov_are] = '040600'",y,,,,,
edist_are_7,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040701, MOLLENDO | 040702, COCACHACRA | 040703, DEAN VALDIVIA | 040704, ISLAY | 040705, MEJIA | 040706, PUNTA DE BOMBON",,,,,,"[eprov_are] = '040700'",y,,,,,
edist_are_8,segundo_bloque,,dropdown,"<div style=""position:relative; left:45px"">Distrito: </div>","040801, COTAHUASI | 040802, ALCA | 040803, CHARCANA | 040804, HUAYNACOTAS | 040805, PAMPAMARCA | 040806, PUYCA | 040807, QUECHUALLA | 040808, SAYLA | 040809, TAURIA | 040810, TOMEPAMPA | 040811, TORO",,,,,,"[eprov_are] = '040800'",y,,,,,
